wind_speed_mps,power_kw
0.0,0.0
1.0,0.0
2.0,0.0
3.0,0.03
4.0,0.06
5.0,0.08
6.0,0.13
7.0,0.19
8.0,0.26
9.0,0.35
10.0,0.46
11.0,0.6
12.0,0.7
13.0,0.7
14.0,0.7
15.0,0.7
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,0.0
22.0,0.0
23.0,0.0
24.0,0.0
25.0,0.0
26.0,0.0
27.0,0.0
28.0,0.0
29.0,0.0
